Topic,W3_Rows,W5_Rows,W3_Mean,W5_Mean,W3_Median,W5_Median,W3_Std,W5_Std,W3_Min,W5_Min,W3_Max,W5_Max,W3_Compactness,W5_Compactness,W3_Global_Overlap%,W5_Global_Overlap%,Better_Model,Decision_Breakdown
War,471119,598527,0.41256694327324706,0.42368699025743267,0.4016652703285217,0.4131233394145965,0.07907015989912962,0.08550551576873112,0.3000003099441528,0.3000001013278961,0.790006160736084,0.7956405878067017,0.6512150384635593,0.6059936266892532,19.18492327318671,17.50885183241852,W5,Mean: W5 (0.4237 > 0.4126); Std: W3 (0.0791 < 0.0855); Compact: W5 (0.6060 < 0.6512)
Health,110176,144841,0.3810539437994045,0.3861893823158162,0.36478589475154877,0.3691595494747162,0.06629703209521065,0.07001225309814145,0.3000050187110901,0.3000008761882782,0.7511612772941589,0.78746098279953,0.6355763037541406,0.5962705770853456,19.18492327318671,17.50885183241852,W5,Mean: W5 (0.3862 > 0.3811); Std: W3 (0.0663 < 0.0700); Compact: W5 (0.5963 < 0.6356)
Technology,106327,138202,0.3846504815466641,0.38995376876668664,0.3642413914203644,0.36841030418872833,0.07279748574328684,0.07658393668653711,0.3000000417232513,0.3000006377696991,0.737359881401062,0.7544717192649841,0.6382814934969138,0.6223270097914116,19.18492327318671,17.50885183241852,W5,Mean: W5 (0.3900 > 0.3847); Std: W3 (0.0728 < 0.0766); Compact: W5 (0.6223 < 0.6383)
Climate,128477,179681,0.39369355381262106,0.39627556058133667,0.3701211512088775,0.3701294958591461,0.08106429465107186,0.08514384685581475,0.3000005781650543,0.30000039935112,0.7753452658653259,0.7852734923362732,0.6213072860966553,0.5714964622844952,19.18492327318671,17.50885183241852,W5,Mean: W5 (0.3963 > 0.3937); Std: W3 (0.0811 < 0.0851); Compact: W5 (0.5715 < 0.6213)
Economics,158467,84826,0.37279046157620604,0.39314045514651863,0.3558678328990936,0.3721795380115509,0.06349477578905241,0.0792847834632755,0.3000002801418304,0.3000001311302185,0.7661311626434326,0.7863091230392456,0.5532891184600958,0.4813934408201346,19.18492327318671,17.50885183241852,W5,Mean: W5 (0.3931 > 0.3728); Std: W3 (0.0635 < 0.0793); Compact: W5 (0.4814 < 0.5533)
